ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,LoanAmount_log,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_ID
10000,0.0,214.0,360.0,1.0,0,5.365976015021851,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001708
3430,1250.0,128.0,360.0,0.0,0,4.852030263919617,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP001711
7787,0.0,240.0,360.0,1.0,1,5.480638923341991,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,LP001713
5703,0.0,130.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,LP001715
3173,3021.0,137.0,360.0,1.0,1,4.919980925828125,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001716
3850,983.0,100.0,360.0,1.0,1,4.605170185988092,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP001720
150,1800.0,135.0,360.0,1.0,0,4.90527477843843,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001722
3727,1775.0,131.0,360.0,1.0,1,4.875197323201151,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001726
5000,0.0,72.0,360.0,0.0,0,4.276666119016055,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001732
4283,2383.0,127.0,360.0,1.0,1,4.844187086458591,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001734
2221,0.0,60.0,360.0,0.0,0,4.0943445622221,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001736
4009,1717.0,116.0,360.0,1.0,1,4.7535901911063645,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001743
2971,2791.0,144.0,360.0,1.0,1,4.969813299576001,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001744
7578,1010.0,175.0,360.0,1.0,1,5.1647859739235145,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001749
6250,0.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001750
3250,0.0,170.0,360.0,1.0,0,5.135798437050262,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001751
4735,0.0,138.0,360.0,1.0,0,4.927253685157205,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,LP001754
6250,1695.0,210.0,360.0,1.0,1,5.3471075307174685,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001758
4758,0.0,158.0,480.0,1.0,1,5.062595033026967,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001760
6400,0.0,200.0,360.0,1.0,1,5.298317366548036,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,LP001761
2491,2054.0,104.0,360.0,1.0,1,4.6443908991413725,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001765
3716,0.0,42.0,180.0,1.0,1,3.7376696182833684,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001768
3189,2598.0,120.0,360.0,1.0,1,4.787491742782046,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP001770
8333,0.0,280.0,360.0,1.0,1,5.634789603169249,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001776
3155,1779.0,140.0,360.0,1.0,1,4.941642422609304,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001778
5500,1260.0,170.0,360.0,1.0,1,5.135798437050262,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP001784
5746,0.0,255.0,360.0,1.0,0,5.541263545158426,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001786
3463,0.0,122.0,360.0,1.0,1,4.804021044733257,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,LP001788
3812,0.0,112.0,360.0,1.0,1,4.718498871295094,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,LP001790
3315,0.0,96.0,360.0,1.0,1,4.564348191467836,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001792
5819,5000.0,120.0,360.0,1.0,1,4.787491742782046,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP001798
2510,1983.0,140.0,180.0,1.0,0,4.941642422609304,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP001800
2965,5701.0,155.0,60.0,1.0,1,5.043425116919247,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001806
6250,1300.0,108.0,360.0,1.0,1,4.68213122712422,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP001807
3406,4417.0,123.0,360.0,1.0,1,4.812184355372417,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP001811
6050,4333.0,120.0,180.0,1.0,0,4.787491742782046,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP001813
9703,0.0,112.0,360.0,1.0,1,4.718498871295094,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP001814
6608,0.0,137.0,180.0,1.0,1,4.919980925828125,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP001819
2882,1843.0,123.0,480.0,1.0,1,4.812184355372417,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001824
1809,1868.0,90.0,360.0,1.0,1,4.499809670330265,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001825
1668,3890.0,201.0,360.0,0.0,0,5.303304908059076,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP001835
3427,0.0,138.0,360.0,1.0,0,4.927253685157205,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,LP001836
2583,2167.0,104.0,360.0,1.0,1,4.6443908991413725,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,LP001841
2661,7101.0,279.0,180.0,1.0,1,5.631211781821365,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,LP001843
16250,0.0,192.0,360.0,0.0,0,5.2574953720277815,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP001844
3083,0.0,255.0,360.0,1.0,1,5.541263545158426,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,LP001846
6045,0.0,115.0,360.0,0.0,0,4.74493212836325,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP001849
5250,0.0,94.0,360.0,1.0,0,4.543294782270004,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP001854
14683,2100.0,304.0,360.0,1.0,0,5.717027701406222,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001859
4931,0.0,128.0,360.0,1.0,0,4.852030263919617,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP001864
6083,4250.0,330.0,360.0,1.0,1,5.799092654460526,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001865
2060,2209.0,134.0,360.0,1.0,1,4.897839799950911,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001868
3481,0.0,155.0,36.0,1.0,0,5.043425116919247,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP001870
7200,0.0,120.0,360.0,1.0,1,4.787491742782046,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001871
5166,0.0,128.0,360.0,1.0,1,4.852030263919617,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,LP001872
4095,3447.0,151.0,360.0,1.0,1,5.017279836814924,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001875
4708,1387.0,150.0,360.0,1.0,1,5.0106352940962555,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001877
4333,1811.0,160.0,360.0,0.0,1,5.075173815233827,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP001882
3418,0.0,135.0,360.0,1.0,0,4.90527477843843,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001883
2876,1560.0,90.0,360.0,1.0,1,4.499809670330265,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,LP001884
3237,0.0,30.0,360.0,1.0,1,3.4011973816621555,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001888
11146,0.0,136.0,360.0,1.0,1,4.912654885736052,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001891
2833,1857.0,126.0,360.0,1.0,1,4.836281906951478,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001892
2620,2223.0,150.0,360.0,1.0,1,5.0106352940962555,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001894
3900,0.0,90.0,360.0,1.0,1,4.499809670330265,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001896
2750,1842.0,115.0,360.0,1.0,1,4.74493212836325,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001900
3993,3274.0,207.0,360.0,1.0,1,5.332718793265369,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001903
3103,1300.0,80.0,360.0,1.0,1,4.382026634673881,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001904
14583,0.0,436.0,360.0,1.0,1,6.077642243349034,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001907
4100,0.0,124.0,360.0,1.0,1,4.820281565605037,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,LP001908
4053,2426.0,158.0,360.0,0.0,0,5.062595033026967,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,LP001910
3927,800.0,112.0,360.0,1.0,1,4.718498871295094,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001914
2301,985.7999878,78.0,180.0,1.0,1,4.356708826689592,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP001915
1811,1666.0,54.0,360.0,1.0,1,3.9889840465642745,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001917
20667,0.0,128.0,360.0,1.0,0,4.852030263919617,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001922
3158,3053.0,89.0,360.0,1.0,1,4.48863636973214,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001924
2600,1717.0,99.0,300.0,1.0,0,4.59511985013459,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,LP001925
3704,2000.0,120.0,360.0,1.0,1,4.787491742782046,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001926
4124,0.0,115.0,360.0,1.0,1,4.74493212836325,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001931
9508,0.0,187.0,360.0,1.0,1,5.231108616854587,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001935
3075,2416.0,139.0,360.0,1.0,1,4.9344739331306915,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001936
4400,0.0,127.0,360.0,0.0,0,4.844187086458591,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001938
3153,1560.0,134.0,360.0,1.0,1,4.897839799950911,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP001940
5417,0.0,143.0,480.0,0.0,0,4.962844630259907,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001945
2383,3334.0,172.0,360.0,1.0,1,5.147494476813453,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001947
4416,1250.0,110.0,360.0,1.0,1,4.700480365792417,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP001949
6875,0.0,200.0,360.0,1.0,1,5.298317366548036,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001953
4666,0.0,135.0,360.0,1.0,1,4.90527477843843,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001954
5000,2541.0,151.0,480.0,1.0,0,5.017279836814924,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001955
2014,2925.0,113.0,360.0,1.0,0,4.727387818712341,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001963
1800,2934.0,93.0,360.0,0.0,0,4.532599493153256,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP001964
2875,1750.0,105.0,360.0,1.0,1,4.653960350157523,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP001972
5000,0.0,132.0,360.0,1.0,1,4.882801922586371,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001974
1625,1803.0,96.0,360.0,1.0,1,4.564348191467836,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001977
4000,2500.0,140.0,360.0,1.0,1,4.941642422609304,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001978
2000,0.0,128.0,360.0,1.0,0,4.852030263919617,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,LP001990
3762,1666.0,135.0,360.0,1.0,1,4.90527477843843,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001993
2400,1863.0,104.0,360.0,0.0,0,4.6443908991413725,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001994
20233,0.0,480.0,360.0,1.0,0,6.173786103901937,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001996
7667,0.0,185.0,360.0,1.0,1,5.220355825078324,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP001998
2917,0.0,84.0,360.0,1.0,1,4.430816798843313,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002002
2927,2405.0,111.0,360.0,1.0,1,4.709530201312334,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002004
2507,0.0,56.0,360.0,1.0,1,4.02535169073515,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002006
5746,0.0,144.0,84.0,1.0,1,4.969813299576001,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002008
2473,1843.0,159.0,360.0,1.0,0,5.0689042022202315,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002024
3399,1640.0,111.0,180.0,1.0,1,4.709530201312334,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002031
3717,0.0,120.0,360.0,1.0,1,4.787491742782046,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002035
2058,2134.0,88.0,360.0,1.0,1,4.477336814478207,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002036
3541,0.0,112.0,360.0,1.0,1,4.718498871295094,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002043
10000,0.0,155.0,360.0,1.0,0,5.043425116919247,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002050
2400,2167.0,115.0,360.0,1.0,1,4.74493212836325,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002051
4342,189.0,124.0,360.0,1.0,1,4.820281565605037,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002053
3601,1590.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002054
3166,2985.0,132.0,360.0,1.0,1,4.882801922586371,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002055
15000,0.0,300.0,360.0,1.0,1,5.703782474656201,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002065
8666,4983.0,376.0,360.0,0.0,0,5.929589143389895,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002067
4917,0.0,130.0,360.0,0.0,1,4.867534450455582,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002068
5818,2160.0,184.0,360.0,1.0,1,5.214935757608986,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP002082
4333,2451.0,110.0,360.0,1.0,0,4.700480365792417,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002086
2500,0.0,67.0,360.0,1.0,1,4.204692619390966,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002087
4384,1793.0,117.0,360.0,1.0,1,4.762173934797756,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002097
2935,0.0,98.0,360.0,1.0,1,4.584967478670572,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002098
2833,0.0,71.0,360.0,1.0,1,4.2626798770413155,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002100
63337,0.0,490.0,180.0,1.0,1,6.194405391104672,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002101
9833,1833.0,182.0,180.0,1.0,1,5.204006687076795,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,LP002103
5503,4490.0,70.0,360.0,1.0,1,4.248495242049359,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP002106
5250,688.0,160.0,360.0,1.0,1,5.075173815233827,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002110
2500,4600.0,176.0,360.0,1.0,1,5.170483995038151,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002112
1830,0.0,128.0,360.0,0.0,0,4.852030263919617,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,LP002113
4160,0.0,71.0,360.0,1.0,1,4.2626798770413155,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002114
2647,1587.0,173.0,360.0,1.0,0,5.153291594497779,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,LP002115
2378,0.0,46.0,360.0,1.0,0,3.828641396489095,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002116
4554,1229.0,158.0,360.0,1.0,1,5.062595033026967,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002119
3173,0.0,74.0,360.0,1.0,1,4.30406509320417,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP002126
2583,2330.0,125.0,360.0,1.0,1,4.8283137373023015,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002128
2499,2458.0,160.0,360.0,1.0,1,5.075173815233827,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002129
3523,3230.0,152.0,360.0,0.0,0,5.0238805208462765,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002130
3083,2168.0,126.0,360.0,1.0,1,4.836281906951478,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002131
6333,4583.0,259.0,360.0,1.0,1,5.556828061699537,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002137
2625,6250.0,187.0,360.0,1.0,1,5.231108616854587,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002138
9083,0.0,228.0,360.0,1.0,1,5.429345628954441,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002139
8750,4167.0,308.0,360.0,1.0,0,5.730099782973574,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002140
2666,2083.0,95.0,360.0,1.0,1,4.553876891600541,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002141
5500,0.0,105.0,360.0,0.0,0,4.653960350157523,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,LP002142
2423,505.0,130.0,360.0,1.0,1,4.867534450455582,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002143
3813,0.0,116.0,180.0,1.0,1,4.7535901911063645,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002144
8333,3167.0,165.0,360.0,1.0,1,5.10594547390058,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002149
3875,0.0,67.0,360.0,1.0,0,4.204692619390966,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002151
3000,1666.0,100.0,480.0,0.0,0,4.605170185988092,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002158
5167,3167.0,200.0,360.0,1.0,1,5.298317366548036,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002160
4723,0.0,81.0,360.0,1.0,0,4.394449154672439,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002161
5000,3667.0,236.0,360.0,1.0,1,5.4638318050256105,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002170
4750,2333.0,130.0,360.0,1.0,1,4.867534450455582,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002175
3013,3033.0,95.0,300.0,1.0,1,4.553876891600541,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002178
6822,0.0,141.0,360.0,1.0,1,4.948759890378168,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002180
6216,0.0,133.0,360.0,1.0,0,4.890349128221754,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002181
2500,0.0,96.0,480.0,1.0,0,4.564348191467836,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002187
5124,0.0,124.0,360.0,0.0,0,4.820281565605037,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002188
6325,0.0,175.0,360.0,1.0,1,5.1647859739235145,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002190
19730,5266.0,570.0,360.0,1.0,0,6.345636360828596,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002191
15759,0.0,55.0,360.0,1.0,1,4.007333185232471,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,LP002194
5185,0.0,155.0,360.0,1.0,1,5.043425116919247,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002197
9323,7873.0,380.0,300.0,1.0,1,5.940171252720432,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002201
3062,1987.0,111.0,180.0,0.0,0,4.709530201312334,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002205
2764,1459.0,110.0,360.0,1.0,1,4.700480365792417,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002209
4817,923.0,120.0,180.0,1.0,1,4.787491742782046,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002211
8750,4996.0,130.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002219
4310,0.0,130.0,360.0,1.0,1,4.867534450455582,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002223
3069,0.0,71.0,480.0,1.0,0,4.2626798770413155,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002224
5391,0.0,130.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002225
3333,2500.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002226
5941,4232.0,296.0,360.0,1.0,1,5.69035945432406,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002229
6000,0.0,156.0,360.0,1.0,1,5.049856007249537,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002231
7167,0.0,128.0,360.0,1.0,1,4.852030263919617,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002234
4566,0.0,100.0,360.0,1.0,0,4.605170185988092,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002236
3667,0.0,113.0,180.0,1.0,1,4.727387818712341,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002237
2346,1600.0,132.0,360.0,1.0,1,4.882801922586371,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002239
3010,3136.0,128.0,360.0,0.0,0,4.852030263919617,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002243
2333,2417.0,136.0,360.0,1.0,1,4.912654885736052,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002244
5488,0.0,125.0,360.0,1.0,1,4.8283137373023015,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002250
9167,0.0,185.0,360.0,1.0,1,5.220355825078324,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,LP002255
9504,0.0,275.0,360.0,1.0,1,5.616771097666572,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002262
2583,2115.0,120.0,360.0,1.0,1,4.787491742782046,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002263
1993,1625.0,113.0,180.0,1.0,1,4.727387818712341,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002265
3100,1400.0,113.0,360.0,1.0,1,4.727387818712341,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002266
3276,484.0,135.0,360.0,1.0,1,4.90527477843843,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002272
3180,0.0,71.0,360.0,0.0,0,4.2626798770413155,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002277
3033,1459.0,95.0,360.0,1.0,1,4.553876891600541,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002281
3902,1666.0,109.0,360.0,1.0,1,4.6913478822291435,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002284
1500,1800.0,103.0,360.0,0.0,0,4.634728988229636,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002287
2889,0.0,45.0,180.0,0.0,0,3.8066624897703196,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002288
2755,0.0,65.0,300.0,1.0,0,4.174387269895637,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002296
2500,20000.0,103.0,360.0,1.0,1,4.634728988229636,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002297
1963,0.0,53.0,360.0,1.0,1,3.970291913552122,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002300
7441,0.0,194.0,360.0,1.0,0,5.267858159063328,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002301
4547,0.0,115.0,360.0,1.0,1,4.74493212836325,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002305
2167,2400.0,115.0,360.0,1.0,1,4.74493212836325,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002308
2213,0.0,66.0,360.0,1.0,1,4.189654742026425,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002314
8300,0.0,152.0,300.0,0.0,0,5.0238805208462765,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002315
81000,0.0,360.0,360.0,0.0,0,5.886104031450156,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002317
3867,0.0,62.0,360.0,1.0,0,4.127134385045092,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,LP002318
6256,0.0,160.0,360.0,1.0,1,5.075173815233827,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002319
6096,0.0,218.0,360.0,0.0,0,5.384495062789089,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002328
2253,2033.0,110.0,360.0,1.0,1,4.700480365792417,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002332
2149,3237.0,178.0,360.0,0.0,0,5.181783550292085,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,LP002335
2995,0.0,60.0,360.0,1.0,1,4.0943445622221,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002337
2600,0.0,160.0,360.0,1.0,0,5.075173815233827,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002341
1600,20000.0,239.0,360.0,1.0,0,5.476463551931511,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,LP002342
1025,2773.0,112.0,360.0,1.0,1,4.718498871295094,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002345
3246,1417.0,138.0,360.0,1.0,1,4.927253685157205,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002347
5829,0.0,138.0,360.0,1.0,1,4.927253685157205,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002348
2720,0.0,80.0,360.0,0.0,0,4.382026634673881,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,LP002357
1820,1719.0,100.0,360.0,1.0,1,4.605170185988092,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002361
